ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,UniqueIDPriorSystem,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,MailingAddressIsPrivate,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,PhysicalAddressIsPrivate,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone1Description,Phone1IsPrivate,Phone1Type,Phone2Number,Phone2Name,Phone2Description,Phone2IsPrivate,Phone2Type,Phone3Number,Phone3Name,Phone3Description,Phone3IsPrivate,Phone3Type,Phone4Number,Phone4Name,Phone4Description,Phone4IsPrivate,Phone4Type,Phone5Number,Phone5Name,Phone5Description,Phone5IsPrivate,Phone5Type,PhoneFax,PhoneFaxDescription,PhoneFaxIsPrivate,PhoneTTY,PhoneTTYDescription,PhoneTTYIsPrivate,PhoneTollFree,PhoneTollFreeDescription,PhoneTollFreeIsPrivate,PhoneNumberHotline,PhoneNumberHotlineDescription,PhoneNumberHotlineIsPrivate,PhoneNumberBusinessLine,PhoneNumberBusinessLineDescription,PhoneNumberBusinessLineIsPrivate,PhoneNumberOutOfArea,PhoneNumberOutOfAreaDescription,PhoneNumberOutOfAreaIsPrivate,PhoneNumberAfterHours,PhoneNumberAfterHoursDescription,PhoneNumberAfterHoursIsPrivate,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,EligibilityAdult,EligibilityChild,EligibilityFamily,EligibilityFemale,EligibilityMale,EligibilityTeen,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,SeniorWorkerIsPrivate,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,MainContactIsPrivate,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,LanguagesOfferedList,AvailabilityNumberOfTimes,AvailabilityFrequency,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,NormalWaitTime,AvailabilityPeriod,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers,HighlightedResource,LastVerifiedOn,LastVerifiedByName,LastVerifiedByTitle,LastVerifiedByPhoneNumber,LastVerifiedByEmailAddress,LastVerificationApprovedBy,AvailableForDirectory,AvailableForReferral,AvailableForResearch,PreferredProvider,ConnectsToSiteNum,ConnectsToProgramNum,LanguageOfRecord,CurrentWorkflowStepCode,Categories,TaxonomyTerm,TaxonomyTerms,TaxonomyTermsNotDeactivated,TaxonomyCodes,Coverage,Hours,Custom_rqa,Max Of rowid,Tax
10599012,WALLENBURG HIGH SCHOOL,,,Site,SUMMER FOOD SERVICE PROGRAM SUMMER LUNCH,10598837,,Site5068,,,,,,,United States,No,40 Vega Street,,San Francisco,San Francisco,CA,94115,United States,No,,,,,CA,,United States,37.785588,-122.435657,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,Active,,,10599012,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,,Cross street(s): Anzavista Avenue,"MUNI, 31 Balboa, 43 Masonic",,,,,,,,,,,,,,,,,,5/13/08,5/21/13,,,,FALSE,6/21/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10598926,WESTBROOK APARTMENTS,,,Site,SUMMER FOOD SERVICE PROGRAM SUMMER LUNCH,10598837,,Site5800,,,,,,,United States,No,1 Harbor Street,,San Francisco,San Francisco,CA,94124,United States,No,,,,,CA,,United States,37.733639,-122.390267,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,Active,,,10598926,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Denise Kimble,,kimbled@sfha.org,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,,Cross street(s): Northridge Road,"MUNI - 19 Polk, 54 Felton",,,,,,,,,,,,,,,,,,6/2/09,5/21/13,,,,FALSE,6/21/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599067,WESTERN ADDITION BEACON,,,Site,SUMMER FOOD SERVICE PROGRAM SUMMER LUNCH,10598837,,Site7989,,,,,,,United States,No,1351 Haight Street,,San Francisco,San Francisco,CA,94117,United States,No,,,,,CA,,United States,37.770051,-122.441408,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,Active,,,10599067,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,,Cross street(s): Central Avenue,"MUNI - 6 Parnassus, 33 Stayan, 43 Masonic",,,,,,,,,,,,,,,,,,6/1/10,5/21/13,,,,FALSE,6/21/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10598948,WESTERN ADDITION BEACON CENTER,,,Site,SUMMER FOOD SERVICE PROGRAM SUMMER LUNCH,10598837,,Site3596,,,,,,,United States,No,380 Webster Street Room 21,,San Francisco,San Francisco,CA,94117,United States,No,,,,,CA,,United States,37.770051,-122.441408,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,Active,,,10598948,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Takija Gardner,,tgardner@ymcasf.org,,No,Takija Gardner,,tgardner@ymcasf.org,,,No,,None or unknown,,,,None or unknown,,No,No,,Cross street(s): Oak Street,"MUNI - 16BX AX Noriega Express, 21 Hayes,  22 Fillmore",,,,,,,,,,,,,,,,,,6/5/06,5/21/13,,,,FALSE,6/21/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599118,WESTSIDE COMMUNITY SERVICES,,,Site,SUMMER FOOD SERVICE PROGRAM SUMMER LUNCH,10598837,,Site12220,,,,,,,United States,No,1140 Oak Street,,San Francisco,San Francisco,CA,94117,United States,No,,,,,CA,,United States,37.770051,-122.441408,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,administrator@westside-health.org,www.westside-health.org,Active,Nonprofit (501(c)(3)),,10599118,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Kia Wallace,,kwallace@westside-health.org,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Building entrance accessible; Restroom accessible;,Cross street(s): Divisadero Street,"MUNI - 6 Parnassus, 7 Haight, 21 Hayes, 24 Divisadero, 71 Haight/Noriega",,,,,,,,,,,,,,,,,,5/25/11,5/21/13,,,,FALSE,12/30/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10598944,WESTSIDE COURTS,,,Site,SUMMER FOOD SERVICE PROGRAM SUMMER LUNCH,10598837,,Site3563,,,,,,,United States,No,2501 Sutter Street,,San Francisco,San Francisco,CA,94115,United States,No,,,,,CA,,United States,37.785588,-122.435657,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,Active,,,10598944,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Denise Kimble,,kimbled@sfha.org,,No,Denise Kimble,,kimbled@sfha.org,,,No,,None or unknown,,,,None or unknown,,No,No,,Cross street(s): Broderick Street,"MUNI -  2 Clement,  24 Divisadero, 38 Geary",,,,,,,,,,,,,,,,,,5/19/06,5/21/13,,,,FALSE,6/21/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10598952,WILLIAM COBB ELEMENTARY SCHOOL,,,Site,SUMMER FOOD SERVICE PROGRAM SUMMER LUNCH,10598837,,Site3623,,,,,,,United States,No,2725 California Street,,San Francisco,San Francisco,CA,94115,United States,No,,,,,CA,,United States,37.785588,-122.435657,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,Active,,,10598952,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mualimu Collins,,mualimu.collins@gmail.com,,No,Mualimu Collins,,mualimu.collins@gmail.com,,,No,,None or unknown,,,,None or unknown,,No,No,,Cross street(s): Scott Street,"MUNI, 1 California, 24 Divisadero",,,,,,,,,,,,,,,,,,6/26/06,5/21/13,,,,FALSE,6/21/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10598945,WILLIE BROWN JR. COLLEGE PREP ACADEMY,,,Site,SUMMER FOOD SERVICE PROGRAM SUMMER LUNCH,10598837,,Site3564,,,,,,,United States,No,2055 Silver Avenue,,San Francisco,San Francisco,CA,94124,United States,No,,,,,CA,,United States,37.733639,-122.390267,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,Active,,,10598945,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Starr Miles,,,,No,Starr Miles,,,,,No,,None or unknown,,,,None or unknown,,No,No,,Cross street(s): Thomas Avenue,MUNI -  44 O'Shaughnessy,,,,,,,,,,,,,,,,,,5/19/06,5/21/13,,,,FALSE,6/21/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599068,WOH HEI YUEN REC CENTER,,,Site,SUMMER FOOD SERVICE PROGRAM SUMMER LUNCH,10598837,,Site7990,,,,,,,United States,No,922 Jackson Street,,San Francisco,San Francisco,CA,94108,United States,No,,,,,CA,,United States,37.79203,-122.406849,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,Active,,,10599068,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jimmy Chin,,jimmy.chin@sfgov.org,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,,Cross street(s): Powell Street,"MUNI - 12 Folsom-Pacific, 14 Mission, 48 Quintara-24th Street",,,,,,,,,,,,,,,,,,6/1/10,5/21/13,,,,FALSE,6/21/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599069,WRIGHT CHAPEL,,,Site,SUMMER FOOD SERVICE PROGRAM SUMMER LUNCH,10598837,,Site7991,,,,,,,United States,No,627 Capitol Avenue,,San Francisco,San Francisco,CA,94112,United States,No,,,,,CA,,United States,37.720114,-122.440383,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,Active,,,10599069,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,,Cross street(s): Montana Avenue,"MUNI - K Ingleside, L Taravel, M Oceanview ,  54 Felton",,,,,,,,,,,,,,,,,,6/1/10,5/21/13,,,,FALSE,6/21/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599089,YICK WO ELEMENTARY SCHOOL,,,Site,SUMMER FOOD SERVICE PROGRAM SUMMER LUNCH,10598837,,Site8043,,,,,,,United States,No,2245 Jones Street,,San Francisco,San Francisco,CA,94133,United States,No,,,,,CA,,United States,37.800497,-122.409117,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,Active,,,10599089,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,,Cross street(s): Lombard Street,MUNI - 30 Stockton,,,,,,,,,,,,,,,,,,6/18/10,5/21/13,,,,FALSE,6/21/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599211,CALIFORNIA CHILD CARE RESOURCE AND REFERRAL NETWORK,,,Site,CALIFORNIA CHILD CARE RESOURCE AND REFERRAL NETWORK,10599210,,Site349,,,,,,,United States,,"111 New Montgomery Street, 7th Floor",,San Francisco,San Francisco,CA,94105,United States,,,,,,,,,37.788462,-122.394608,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@rrnetwork.org,www.rrnetwork.org,Active,Nonprofit (501(c)(3)),,10599211,,,,,,,,,,Linda Asato,Executive Director,lasato@rrnetwork.org,,,Zelma Toro,Office Coordinator,zelma@rrnetwork.org,,,,,,,,,,,No,No,Not necessary for service;,Cross street(s): Mission Street,Not necessary for service,,,,,,,,,,,,,,,,,,10/17/88,7/25/12,,,,,7/25/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599215,CALIFORNIA COMMUNITY DISPUTE SERVICES,"CCDS; CACDS; ; CACDS, CCDS",,Site,CALIFORNIA COMMUNITY DISPUTE SERVICES,10599214,,Site354,,,,,,,United States,,502 - 7th Street,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday-Thursday, 8-2; Friday, 8-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tony@peercourt.org,www.cacds.org,Active,Nonprofit (501(c)(3)),,10599215,,,,,,,,,,Thom Bateman,Executive Director,thom1946@gmail.com,,,Tony Litwak,Program Director,tony@cacds.org,415-865-2524,,,,,,,,,,Yes,Yes,Building entrance accessible;,Cross street(s): Bryant Street,"Muni: 10 Townsend, 12 Folsom, 19 Polk, 27 Bryant, 47 Van Ness",,,,,,,,,,,,,,,,,,5/4/78,11/30/12,,,,,12/29/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599217,CALIFORNIA COUNSELING INSTITUTE,,,Site,CALIFORNIA COUNSELING INSTITUTE,10599216,,Site356,,,,,,,United States,,4614 California Street,,San Francisco,San Francisco,CA,94118,United States,,,,,,,,,37.781735,-122.459432,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccipsyche@earthlink.net,www.californiacounseling.org,Active,Nonprofit (501(c)(3)),,10599217,,,,,,,,,,Elaine Chan-Scherer,Executive Director,,,,Meg Bloomfield,Managing Director,,,,,,,,,,,,No,No,Not wheelchair accessible at this time;,Cross street(s): 8th Avenue,"MUNI - 1 California, 2 Clement,  28 Nineteenth Avenue, 44 O'Shaughnessy",,,,,,,,,,,,,,,,,,9/1/89,9/5/12,,,,,9/5/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599223,CITY AND COUNTY OF SAN FRANCISCO MAYOR'S OFFICE OF NEIGHBORHOOD SERVICES,"Mayor's Office of Neighborhood Assistance, MONS",,Site,CITY AND COUNTY OF SAN FRANCISCO MAYOR'S OFFICE OF NEIGHBORHOOD SERVICES,10599222,,Site3578,,,,,,,United States,,1 Dr. Carlton B Goodlett Place,,San Francisco,San Francisco,CA,94102,United States,,,,,,,,,37.779805,-122.417362,"Monday-Friday, 8:30-5:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.sfgov.org/mons,Active,,,10599223,,,,,,,,,,Jouaquin Torres,Director,,415-554-5944,,,,,,,,,,,,,,,No,No,All floors accessible; Not necessary for service; Special parking; Restroom accessible; Building entrance accessible;,"City Hall, Room 160; Cross street(s): Grove Street","Muni: All Market Street Lines, 5 Fulton, 19 Polk, 21 Hayes, 47 Van Ness, 49 Van Ness/Mission; BART: Civic Center Station",,,,,,,,,,,,,,,,,,5/25/06,5/12/11,,,,,8/19/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599225,"CITY AND COUNTY OF SAN FRANCISCO, DEPARTMENT ON THE STATUS OF WOMEN",DOSW,,Site,"CITY AND COUNTY OF SAN FRANCISCO, DEPARTMENT ON THE STATUS OF WOMEN",10599224,,Site3580,,,,,,,United States,,"25 Van Ness Avenue, Suite 130",,San Francisco,San Francisco,CA,941026061,United States,,,,,,,,,37.779805,-122.417362,"Monday-Friday, 9-12;1-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dosw@sfgov.org,www.sfgov.org/dosw,Active,,,10599225,,,,,,,,,,"Emily M. Murase, Ph.D.",Executive Director,emily.murase@sfgov.org,415-252-2570,,Cynthia Vasquez,Executive Secretary,cynthia.vasquez@sfgov.org,415-252-2570 ext. 3206,,,,,,,,,,No,No,Restroom accessible; Special parking; All floors accessible; Building entrance accessible;,Cross street(s): Market Street,"MUNI: Market Street lines, 21 Hayes, 43 Downtown Loop, 47 Van Ness, 49 Van Ness/Mission",,,,,,,,,,,,,,,,,,5/25/06,5/12/11,,,,,2/14/07,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599229,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF ELECTIONS,,,Site,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF ELECTIONS,10599228,,Site3585,,,,,,,United States,,"1 Dr. Carlton B. Goodlett Place, Room 48",,San Francisco,San Francisco,CA,94102,United States,,,,,,,,,37.779805,-122.417362,"Monday-Friday, 8-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sfvote@sfgov.org,www.sfgov.org/election,Active,,,10599229,,,,,,,,,,John Arntz,Director,,,,John Arntz,Director,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible;,City Hall; Cross street(s): Grove Street,,,,,,,,,,,,,,,,,,,6/1/06,11/5/12,,,,,4/23/07,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599234,CITY AND COUNTY OF SAN FRANCISCO RESIDENTIAL RENT STABILIZATION AND ARBITRATION BOARD,Rent Board,,Site,CITY AND COUNTY OF SAN FRANCISCO RESIDENTIAL RENT STABILIZATION AND ARBITRATION BOARD,10599233,,Site3590,,,,,,,United States,,"25 Van Ness Avenue, Suite 320",,San Francisco,San Francisco,CA,941026033,United States,,,,,,,,,37.779805,-122.417362,"Monday-Friday, 8-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.sfrb.org,Active,,,10599234,,,,,,,,,,Delene Wolf,Executive Director,,,,Robert Collins,Deputy Director,robert.collins@sfgov.org,415-252-4628,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): Market Street,,,,,,,,,,,,,,,,,,,6/2/06,3/21/11,,,,,7/10/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599236,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF EMERGENCY MANAGEMENT,"DEM, EOC, OES, OES/HS",,Site,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF EMERGENCY MANAGEMENT,10599235,,Site3592,,,,,,,United States,,1011 Turk Street,,San Francisco,San Francisco,CA,94102,United States,,,,,,,,,37.779805,-122.417362,"Monday-Friday, 8-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.sfdem.org,Active,,,10599236,,,,,,,,,,Anne Kronenberg,Director,,,,Rob Dudgeon,"Deputy Director, Division of Em Services",,,,,,,,,,,,No,No,Special parking; All floors accessible; Building entrance accessible; Restroom accessible;,Cross street(s): Laguna Street,Not necessary for service,,,,,,,,,,,,,,,,,,6/2/06,7/3/12,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599238,CITY AND COUNTY OF SAN FRANCISCO OFFICE OF THE PUBLIC DEFENDER,,,Site,CITY AND COUNTY OF SAN FRANCISCO OFFICE OF THE PUBLIC DEFENDER,10599237,,Site3602,,,,,,,United States,,555 - 7th Street,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday-Friday, 8-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.sfpublicdefender.org,Active,,,10599238,,,,,,,,,,Jeff Adachi,Public Defender,,,,Matt Gonzalez,Chief Attorney,,,,,,,,,,,,No,No,Restroom accessible; Special parking; Building entrance accessible; All floors accessible;,Cross street(s): Bryant Street,"Muni: 10 Townsend, 12 Folsom, 19 Polk, 27 Bryant, 47 Van Ness",,,,,,,,,,,,,,,,,,6/8/06,8/1/11,,,,,4/26/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599240,CITY AND COUNTY OF SAN FRANCISCO HUMAN RIGHTS COMMISSION,HRC,,Site,CITY AND COUNTY OF SAN FRANCISCO HUMAN RIGHTS COMMISSION,10599239,,Site3607,,,,,,,United States,,"25 Van Ness Avenue, Suite 800",,San Francisco,San Francisco,CA,941026033,United States,,,,,,,,,37.779805,-122.417362,"Monday-Friday, 8-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hrc.info@sfgov.org,www.sf-hrc.org,Active,,,10599240,,,,,,,,,,Theresa Sparks,Executive Director,,,,,,,,,,,,,,,,,No,No,All floors accessible; Special parking; Building entrance accessible; Restroom accessible;,Cross street(s): Oak Street,"MUNI: F Market, J Church, K Ingleside, L Taraval, N Judah, 6 Parnassus, 9 San Bruno, 14 Mission, 21 Hayes, 47 Van Ness, 49 Van Ness-Mission, 71 Haight-Noriega",,,,,,,,,,,,,,,,,,6/15/06,11/30/12,,,,,9/27/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599242,"CITY AND COUNTY OF SAN FRANCISCO, DEPARTMENT OF HUMAN RESOURCES",DHR,,Site,"CITY AND COUNTY OF SAN FRANCISCO, DEPARTMENT OF HUMAN RESOURCES",10599241,,Site3610,,,,,,,United States,,"1 S Van Ness Avenue, 4th Floor",,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday-Friday, 8-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.sfdhr.gov,Active,,,10599242,,,,,,,,,,Micki Callahan,Director,,415-557-4904,,Ted Yamasaki,Managing Deputy Director,,415-557-4915,,,,,,,,,,No,No,All floors accessible; Building entrance accessible; Restroom accessible; Special parking;,Cross street(s): Market Street,Muni: All Market Street lines,,,,,,,,,,,,,,,,,,6/15/06,5/17/11,,,,,4/23/07,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599250,CALWORKS,,,Site,CITY AND COUNTY OF SAN FRANCISCO HUMAN SERVICES AGENCY EMPLOYMENT AND JOB TRAINING,10599245,,Site3619,,,,,,,United States,,3120 Mission Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 8-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.sfhsa.org,Inactive,,,10599250,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible;,Cross street(s): Cesar Chavez Street,,,,,,,,,,,,,,,,,,,6/16/06,4/26/07,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599249,CAREER LINK,,,Site,CITY AND COUNTY OF SAN FRANCISCO HUMAN SERVICES AGENCY EMPLOYMENT AND JOB TRAINING,10599245,,Site3618,,,,,,,United States,,745 Franklin Street,,San Francisco,San Francisco,CA,94102,United States,,,,,,,,,37.779805,-122.417362,"Monday-Friday, 8-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.sfhsa.org,Inactive,,,10599249,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible;,Cross street(s): Golden Gate Avenue,,,,,,,,,,,,,,,,,,,6/16/06,4/23/07,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599246,CITY AND COUNTY OF SAN FRANCISCO HUMAN SERVICES AGENCY EMPLOYMENT AND JOB TRAINING,,,Site,CITY AND COUNTY OF SAN FRANCISCO HUMAN SERVICES AGENCY EMPLOYMENT AND JOB TRAINING,10599245,,Site3614,,PO BOX 7988,,San Francisco,CA,94120,United States,,170 Otis Street,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday-Friday, 8-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.sfhsa.org,Inactive,,,10599246,,,,,,,,,,Trent Rhorer,Executive Director,Trent_Rhorer@sfgov.org,415-557-6541,,,,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible;,Cross street(s): 9th Street,,,,,,,,,,,,,,,,,,,6/15/06,11/4/09,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599247,EMPLOYMENT INFORMATION CENTER,,,Site,CITY AND COUNTY OF SAN FRANCISCO HUMAN SERVICES AGENCY EMPLOYMENT AND JOB TRAINING,10599245,,Site3615,,,,,,,United States,,"170 Otis Street, First Floor",,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.sfhsa.org,Inactive,,,10599247,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible;,,,,,,,,,,,,,,,,,,,,6/16/06,4/23/07,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599248,SOUTHEAST CAREER CENTER,,,Site,CITY AND COUNTY OF SAN FRANCISCO HUMAN SERVICES AGENCY EMPLOYMENT AND JOB TRAINING,10599245,,Site3617,,,,,,,United States,,1800 Oakdale Avenue,,San Francisco,San Francisco,CA,94124,United States,,,,,,,,,37.733639,-122.390267,"Monday-Friday, 8-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.sfhsa.org,Inactive,,,10599248,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Restroom accessible; Special parking; Building entrance accessible; All floors accessible;,Cross street(s): Phelps Street,,,,,,,,,,,,,,,,,,,6/16/06,4/23/07,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
